elapsed_ms,current_diff,current_A,distance_cm,command
39766,9,0.44,255,FORWARD
39880,9,0.44,0,FORWARD
39961,8,0.391,183,FORWARD
40041,9,0.44,174,FORWARD
40147,10,0.489,171,FORWARD
40264,8,0.391,169,FORWARD
40350,7,0.342,160,FORWARD
40463,10,0.489,157,FORWARD
40549,8,0.391,84,FORWARD
40646,10,0.489,147,FORWARD
40744,6,0.293,143,FORWARD
40850,9,0.44,139,FORWARD
40955,8,0.391,133,FORWARD
41062,8,0.391,129,FORWARD
41157,8,0.391,124,FORWARD
41260,9,0.44,120,FORWARD
41356,8,0.391,115,FORWARD
41444,10,0.489,110,FORWARD
41559,10,0.489,255,FORWARD
41671,10,0.489,103,FORWARD
41750,9,0.44,97,FORWARD
41870,8,0.391,255,FORWARD
41950,8,0.391,93,FORWARD
42061,10,0.489,84,FORWARD
42149,8,0.391,79,FORWARD
42255,8,0.391,76,FORWARD
42360,9,0.44,71,FORWARD
42455,7,0.342,40,FORWARD
42568,8,0.391,237,FORWARD
42672,7,0.342,59,FORWARD
42756,8,0.391,54,FORWARD
42862,9,0.44,50,FORWARD
42974,8,0.391,232,FORWARD
43087,8,0.391,229,FORWARD
43177,8,0.391,41,FORWARD
43263,10,0.489,33,FORWARD
43374,9,0.44,246,FORWARD
43487,0,0,178,STOP
43590,0,0,255,STOP
43695,0,0,228,STOP
43794,0,0,255,STOP
43892,0,0,232,STOP
44000,0,0,255,STOP
44079,0,0,255,STOP
44186,0,0,255,STOP
44303,0,0,255,STOP
44390,0,0,232,STOP
44500,0,0,255,STOP
44589,0,0,255,STOP
44700,0,0,255,STOP
44785,0,0,192,STOP
44907,0,0,255,STOP
44995,0,0,255,STOP
45084,0,0,255,STOP
45191,0,0,255,STOP
45296,0,0,255,STOP
45406,0,0,202,STOP
45496,0,0,200,STOP
45696,0,0,84,STOP
45787,0,0,89,STOP
45896,0,0,207,STOP
45998,0,0,255,STOP
46118,0,0,255,STOP
46207,0,0,255,STOP
46318,0,0,255,STOP
46398,0,0,255,STOP
46503,0,0,255,STOP
46618,0,0,255,STOP
46704,0,0,255,STOP
46816,0,0,255,STOP
46923,0,0,255,STOP
47011,0,0,255,STOP
47103,0,0,255,STOP
47213,0,0,255,STOP
47326,0,0,255,STOP
47424,0,0,255,STOP
47515,0,0,255,STOP
47625,0,0,255,STOP
47721,0,0,255,STOP
47822,0,0,255,STOP
47926,0,0,255,STOP
48020,0,0,255,STOP
48126,0,0,242,STOP
48233,0,0,255,STOP
48334,0,0,255,STOP
48420,0,0,255,STOP
48535,0,0,255,STOP
48616,0,0,255,STOP
48719,0,0,255,STOP
48832,0,0,255,STOP
48922,0,0,255,STOP
49030,0,0,255,STOP
49141,0,0,255,STOP
49229,0,0,255,STOP
49332,0,0,255,STOP
49424,0,0,255,STOP
49540,10,1.027,255,FORWARD
49624,12,0.587,255,FORWARD
49722,10,0.489,255,FORWARD
49842,11,0.538,255,FORWARD
49924,9,0.44,255,FORWARD
50039,10,0.489,255,FORWARD
50129,9,0.44,255,FORWARD
50239,9,0.44,212,FORWARD
50326,9,0.44,207,FORWARD
50442,9,0.44,255,FORWARD
50522,9,0.44,255,FORWARD
50623,9,0.44,255,FORWARD
50745,8,0.391,255,FORWARD
50836,8,0.391,255,FORWARD
50940,8,0.391,255,FORWARD
51028,8,0.391,255,FORWARD
51138,9,0.44,255,FORWARD
51227,9,0.44,171,FORWARD
51337,9,0.44,248,FORWARD
51450,8,0.391,242,FORWARD
51531,9,0.44,238,FORWARD
51638,8,0.391,234,FORWARD
51745,6,0.293,231,FORWARD
51833,8,0.391,221,FORWARD
51942,6,0.293,215,FORWARD
52054,8,0.391,212,FORWARD
52141,9,0.44,206,FORWARD
52242,8,0.391,204,FORWARD
52336,8,0.391,114,FORWARD
52450,9,0.44,193,FORWARD
52558,8,0.391,194,FORWARD
52640,7,0.342,186,FORWARD
52745,7,0.342,181,FORWARD
52859,7,0.342,178,FORWARD
52945,8,0.391,177,FORWARD
53059,8,0.391,171,FORWARD
53151,7,0.342,168,FORWARD
53258,8,0.391,162,FORWARD
53361,9,0.44,171,FORWARD
53456,7,0.342,150,FORWARD
53567,8,0.391,162,FORWARD
53670,9,0.44,158,FORWARD
53749,9,0.44,139,FORWARD
53854,8,0.391,149,FORWARD
53962,6,0.293,147,FORWARD
54069,8,0.391,139,FORWARD
54155,10,0.489,121,FORWARD
54266,7,0.342,130,FORWARD
54352,7,0.342,125,FORWARD
54457,6,0.293,90,FORWARD
54553,7,0.342,66,FORWARD
54671,7,0.342,96,FORWARD
54770,8,0.391,108,FORWARD
54860,8,0.391,104,FORWARD
54964,9,0.44,98,FORWARD
55068,8,0.391,93,FORWARD
55161,6,0.293,90,FORWARD
55266,9,0.44,85,FORWARD
55376,9,0.44,81,FORWARD
55464,9,0.44,76,FORWARD
55563,8,0.391,29,FORWARD
55671,7,0.342,56,FORWARD
55771,9,0.44,65,FORWARD
55881,9,0.44,63,FORWARD
55962,7,0.342,58,FORWARD
56063,10,0.489,70,FORWARD
56167,10,0.489,52,FORWARD
56279,9,0.44,150,FORWARD
56366,8,0.391,61,FORWARD
56480,8,0.391,56,FORWARD
56587,8,0.391,56,STOP
56673,0,0,60,STOP
56771,0,0,55,STOP
56880,0,0,122,STOP
56992,0,0,122,STOP
57081,0,0,107,STOP
57195,0,0,103,STOP
57298,0,0,123,STOP
57379,0,0,102,STOP
57484,0,0,121,STOP
57592,0,0,122,STOP
57680,0,0,121,STOP
57785,0,0,102,STOP
57887,0,0,121,STOP
58003,0,0,93,STOP
58091,0,0,96,STOP
58176,0,0,43,STOP
58288,0,0,29,STOP
58392,0,0,49,STOP
58498,0,0,123,STOP
58612,0,0,205,STOP
58692,0,0,211,STOP
58830,0,0,0,STOP
58909,0,0,0,STOP
59014,0,0,0,STOP
59126,0,0,0,STOP
59212,0,0,0,STOP
59322,0,0,0,STOP
59431,0,0,0,STOP
59527,0,0,0,STOP
59620,0,0,0,STOP
59726,0,0,0,STOP
59840,0,0,0,STOP
59923,0,0,0,STOP
60038,0,0,0,STOP
60115,0,0,0,STOP
60222,0,0,0,STOP
60333,0,0,0,STOP
60422,0,0,0,STOP
60537,0,0,0,STOP
60628,0,0,0,STOP
60728,0,0,255,STOP
60828,10,1.027,255,FORWARD
60928,12,0.587,255,FORWARD
61028,10,0.489,255,FORWARD
61127,11,0.538,255,FORWARD
61227,9,0.44,255,FORWARD
61327,10,0.489,255,FORWARD
61427,9,0.44,255,FORWARD
61527,9,0.44,212,FORWARD
61627,9,0.44,207,FORWARD
61727,9,0.44,255,FORWARD
61827,9,0.44,255,FORWARD
61927,9,0.44,255,FORWARD
62027,8,0.391,255,FORWARD
62126,8,0.391,255,FORWARD
62226,8,0.391,255,FORWARD
62326,8,0.391,255,FORWARD
62426,9,0.44,255,FORWARD
62526,9,0.44,171,FORWARD
62626,9,0.44,248,FORWARD
62726,8,0.391,242,FORWARD
62826,9,0.44,238,FORWARD
62926,8,0.391,234,FORWARD
63026,6,0.293,231,FORWARD
63125,8,0.391,221,FORWARD
63225,6,0.293,215,FORWARD
63325,8,0.391,212,FORWARD
63425,9,0.44,206,FORWARD
63525,8,0.391,204,FORWARD
63625,8,0.391,114,FORWARD
63725,9,0.44,193,FORWARD
63825,8,0.391,194,FORWARD
63925,7,0.342,186,FORWARD
